,title,content,Workout Title,Category,Routine Link,Main Goal,Workout Type,Training Level,Program Duration,Days Per Week,Time Per Workout,Equipment Required,Target Gender,Recommended Supps
324,Real Food,"[['Feet Elevated Inverted Row', '3-6', '10-20'], ['TRX Push-Up', '3-6', '10-20'], ['V-Ups', '3-6', '10-20'], ['Walking Lunge', '3-6', '10-20'], ['Goblet Squat', '3-6', '10-20']]",Jai Courtney Workout: How Jai Got Swole for Terminator Genisys,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/jai-courtney-workout-terminator-genisys,Build Muscle,Single Muscle Group,Beginner,6 weeks,1,30-45 minutes,"Barbell, Cables, Dumbbells, EZ Bar",Male & Female,
325,Real Food,"[['Dumbbell Deadlift', '3-6', '10-20'], ['Depth Push-Up', '3-6', '10-20'], ['TRX Row', '3-6', '10-20'], ['Single-Leg TRX Squat', '3-6', '10-20'], ['Planks', '3-6', '20 sec']]",Jai Courtney Workout: How Jai Got Swole for Terminator Genisys,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/jai-courtney-workout-terminator-genisys,Build Muscle,Single Muscle Group,Beginner,6 weeks,1,30-45 minutes,"Barbell, Cables, Dumbbells, EZ Bar",Male & Female,
326,Scarlett Johansson Workout Day 1: Full Body Strength Training,"[['1. Barbell Back Squat', '5', '8, 8, 8, 5, 3'], ['2. Military Press', '5', '8, 8, 8, 5, 3'], ['3. Barbell Lunge', '3', '12 Each'], ['4. Chin Up', '3', '12, 10, 8'], ['5. Dumbbell Row', '3', '12, 10, 8']]",Scarlett Johansson Inspired Workout Routine: Train Like Black Widow,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scarlett-johansson-workout-program,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"ISOFLEX, Impact Igniter, Quick Mass, AminoCore, Casein-FX"
327,Scarlett Johansson Workout Day 2: Full Body Fat Loss Circuit,"[['1. Treadmill Warm Up', '1', '15 Mins*'], ['2a. Push Up', '5', '5'], ['2b. Air Squat', '5', '8'], ['2c. Pull Up', '5', '3'], ['2d. Lateral Lunge', '5', '5 Each'], ['2e. Bicep Curl', '5', '5'], ['2f. Tricep Pushdown', '5', '5'], ['3. Jump Rope', '1', '10 Mins**'], ['4a. Medicine Ball Slams', '5', '5'], ['4b. Wall Balls', '5', '5'], ['4c. Medicine Ball Oblique Toss', '5', '5 Each'], ['4d. Medicine Ball Front Squat', '5', '5'], ['4e. Medicine Ball Chest Pass', '5', '5'], ['5. LISS Cool Down', '1', '5 Mins***']]",Scarlett Johansson Inspired Workout Routine: Train Like Black Widow,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scarlett-johansson-workout-program,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"ISOFLEX, Impact Igniter, Quick Mass, AminoCore, Casein-FX"
328,Scarlett Johansson Workout Day 4: Full Body Strength Training,"[['1. Trap Bar Deadlift', '5', '8, 8, 8, 5, 3'], ['2. Barbell Bench Press', '5', '8, 8, 8, 5, 3'], ['3. Bulgarian Split Squat', '3', '12 Each'], ['4. Inverted Row', '3', '12'], ['5. Hip Thrust', '3', '12, 10, 8']]",Scarlett Johansson Inspired Workout Routine: Train Like Black Widow,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scarlett-johansson-workout-program,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"ISOFLEX, Impact Igniter, Quick Mass, AminoCore, Casein-FX"
329,Scarlett Johansson Workout Day 6: Full Body Fat Loss Circuit,"[['1. Treadmill Warm Up', '1', '15 Mins*'], ['2a. Kettlebell Row', '5', '5 Each'], ['2b. Kettlebell Swing', '5', '5'], ['2c. Kettlebell Press', '5', '5 Each'], ['2d. Kettlebell Romanian Deadlift', '5', '5'], ['2e. Kettlebell Goblet Squat', '5', '5'], ['3. Water Rowing Machine', '1', '10 Mins**'], ['4a. Dumbbell Curl', '5', '5'], ['4b. Dumbbell Squat', '5', '5'], ['4c. Dumbbell Overhead Extension', '5', '5'], ['4d. Dumbbell Squat', '5', '5'], ['4e. Dumbbell Hammer Curl', '5', '5'], ['4f. Dumbbell Squat', '5', '5'], ['4g. Dumbbell Kickback', '5', '5'], ['5. LISS Cool Down', '1', '5 Mins***']]",Scarlett Johansson Inspired Workout Routine: Train Like Black Widow,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scarlett-johansson-workout-program,Build Muscle,Single Muscle Group,Advanced,4 weeks,1,45-70 minutes,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines, Other",Male & Female,"ISOFLEX, Impact Igniter, Quick Mass, AminoCore, Casein-FX"
330,High Volume Training Upper Workout,"[['1. Rack Pull', '10', '5'], ['2. Dumbbell Bench Press', '10', '10'], ['3. Standing Dumbbell Press', '10', '10'], ['4. Reverse Grip Bent Over Row', '10', '10'], ['5a. Standing Alternate Bicep Curl', '3', '8'], ['5b. Incline Barbell Skull Crusher', '3', '8'], ['6a. Alternating Toe Touch', '4', '20 Each'], ['6b. Hanging Knee Raise', '4', '20']]",Scott Herman’s High Volume Training Upper/Lower Workout,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scott-herman-german-volume-training-upper-lower-workout,Build Muscle,Split,Beginner,0 weeks,4,,"Barbell, Dumbbells, EZ Bar, Machines",Male & Female,
331,High Volume Training Lower Workout,"[['1. Barbell Back Squat', '10', '10'], ['2. Barbell Glute Bridge', '10', '10'], ['3. Romanian Deadlift', '10', '10'], ['4. Standing Barbell Calf Raise', '10', '10'], ['5a. Cable Wood Chop', '4', '15 Each'], ['5b. Dumbbell Side Bench', '4', '15 Each']]",Scott Herman’s High Volume Training Upper/Lower Workout,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/scott-herman-german-volume-training-upper-lower-workout,Build Muscle,Split,Beginner,0 weeks,4,,"Barbell, Dumbbells, EZ Bar, Machines",Male & Female,
332,Chadwick Boseman Workout Day 1: Full Body Strength Circuit,"[['1. Deadlift', '3-5', '6-8'], ['2a. Push Up', '3-5', '8-15'], ['2b. Bodyweight Walking Lunge', '3-5', 'Distance'], ['2c. Pull Up', '3-5', '8-15'], ['2d. Dumbbell Overhead Press', '3-5', '6-8'], ['2e. Plank', '3-5', '20 Secs']]",Chadwick Boseman Inspired Workout: Train Like Black Panther,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/chadwick-boseman-workout-program,Build Muscle,Single Muscle Group,Advanced,6 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells",Male & Female,
333,Chadwick Boseman Workout Day 3: Full Body Strength Circuit,"[['1. Bent Over Row', '3-5', '6-8'], ['2a. Air Squat', '3-5', '8-15'], ['2b. Dip', '3-5', '8-15'], ['2c. Chin Up', '3-5', '8-15'], ['2d. Push Up', '3-5', '8-15'], ['2e. Ab Crunch', '3-5', '8-15']]",Chadwick Boseman Inspired Workout: Train Like Black Panther,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/chadwick-boseman-workout-program,Build Muscle,Single Muscle Group,Advanced,6 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells",Male & Female,
334,Chadwick Boseman Workout Day 5: Full Body Strength Circuit,"[['1. Squat', '3-5', '6-8'], ['2a. Dumbbell Bench Press', '3-5', '6-8'], ['2b. Lateral Raise', '3-5', '8-15'], ['2c. Step Ups', '3-5', '8-15'], ['2d. Band Pull Apart', '3-5', '8-15'], ['2e. Leg Raises', '3-5', '8-15'], ['3. 10-15 min Freestyle*', '-', '-']]",Chadwick Boseman Inspired Workout: Train Like Black Panther,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/chadwick-boseman-workout-program,Build Muscle,Single Muscle Group,Advanced,6 weeks,1,45-60 minutes,"Barbell, Cables, Dumbbells",Male & Female,
335,3. Bent Press,"[['Dumbbell Curl', '1', '50 Each'], ['Reverse Barbell Curl', '1', '25'], ['Horizontal Biceps Curl', '1', '10 Each'], ['Standing Chest Fly', '1', '50'], ['Alternating Shoulder Press', '1', '15 Each'], ['Alternating Front Raise', '1', '10'], ['Wrist Flexors', '1', 'Failure'], ['Wrist Rotations', '1', 'Failure'], ['Lunge Punch', '1', '10 Each'], ['Push Ups', '1', '3'], ['Push Up with Resistance', '1', '2'], ['Full Sit Up', '1', '3'], ['Squats', '1', '10'], ['Side Bends', '1', '15 Each']]",Bodybuilding Icons: Eugen Sandow Inspired Workout Routine,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/eugen-sandow-workout,Build Muscle,Single Muscle Group,Intermediate,4 weeks,2,15-45 minutes,"Barbell, Dumbbells, Machines",Male,"Vapor X5 Pre-Workout, Cell-Tech, NitroTech Whey Gold"
336,Eugen Sandow Inspired Upper Body Workout,"[['Alternating Standing Dumbbell Press', '3', '10-15'], ['Alternating Lateral Raise', '3', '10-15'], ['Seated Chest Press', '3', '10-15'], ['Push Up', '2-3', '100 Total'], ['Tricep Pushdown', '3', '15'], ['Pull Up', '3', '10-15'], ['High Seated Row', '3', '10-15'], ['Horizontal Cable Biceps Curl', '3', '15']]",Bodybuilding Icons: Eugen Sandow Inspired Workout Routine,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/eugen-sandow-workout,Build Muscle,Single Muscle Group,Intermediate,4 weeks,2,15-45 minutes,"Barbell, Dumbbells, Machines",Male,"Vapor X5 Pre-Workout, Cell-Tech, NitroTech Whey Gold"
337,Eugen Sandow Lower Body and Core Workout,"[['Lunge Punch', '3', '10-15'], ['Squat', '3', '10'], ['Romanian Deadlift', '3', '10'], ['Leg Press', '3', '10-15'], ['Leg Curl', '3', '15'], ['Seated Calf Raise', '3', '15'], ['Weighted Rope Crunch', '3', '20'], ['Lying Leg Raise', '3', '20']]",Bodybuilding Icons: Eugen Sandow Inspired Workout Routine,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/eugen-sandow-workout,Build Muscle,Single Muscle Group,Intermediate,4 weeks,2,15-45 minutes,"Barbell, Dumbbells, Machines",Male,"Vapor X5 Pre-Workout, Cell-Tech, NitroTech Whey Gold"
338,Robert Downey Jr Workout Day 1: Upper Workout,"[['1. Pull Up', '3', '8-12*'], ['2. Push Up', '3', '8-12'], ['3. Dumbbell Bench Press', '3', '8-12'], ['4. Dumbbell Row', '3', '8-12'], ['5. Dumbbell Military Press', '3', '8-12'], ['6a. TRX Suspension Push Up', '3', '8-12'], ['6b.. TRX Suspension Inverted Row', '3', '8-12'], ['7. Lateral Raise', '3', '8-12'], ['8. Bent Over Lateral Raise', '3', '12-15']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Increase Strength,Single Muscle Group,Intermediate,9 weeks,2,,"Barbell, Machines",Male & Female,"C4 Ultimate Strength, COR-Performance Creatine, C4 Sport Strength"
339,Robert Downey Jr Workout Day 2: Lower Workout,"[['1. Barbell Squat', '3', '8-12'], ['2. Leg Press', '3', '8-12'], ['3. Hamstring Curl', '3', '8-12'], ['4. Dumbbell Stiff Leg Deadlift', '3', '8-12'], ['5a. TRX Suspension Split Squat', '3', '12-15*'], ['5b. TRX Suspension Supported Pistol Squat', '3', '12-15 Each*'], ['6. Ab Crunch', '3', '20'], ['7. Hanging Leg Raise', '3', '12'], ['8. Plank', '3', '30 Secs']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Increase Strength,Single Muscle Group,Intermediate,9 weeks,2,,"Barbell, Machines",Male & Female,"C4 Ultimate Strength, COR-Performance Creatine, C4 Sport Strength"
340,Robert Downey Jr Workout Day 4: Upper Workout,"[['1. Inverted Row', '3', '8-12'], ['2. Dips', '3', '8-12*'], ['3. Seated Arnold Press', '3', '8-12'], ['4. Lat Pull Down', '3', '8-12'], ['5. Incline Dumbbell Press', '3', '8-12'], ['6. Dumbbell Front Raise', '3', '8-12'], ['7. Cable Row', '3', '8-12'], ['8. Kettlebell Swing', '3', '30'], ['9. Farmers Carry', '3', 'Distance**']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Increase Strength,Single Muscle Group,Intermediate,9 weeks,2,,"Barbell, Machines",Male & Female,"C4 Ultimate Strength, COR-Performance Creatine, C4 Sport Strength"
341,Robert Downey Jr Workout Day 5: Lower Workout,"[['1. Goblet Squat', '3', '8-12'], ['2. Hack Squat', '3', '8-12'], ['3. Seated Hamstring Curl', '3', '8-12'], ['4. Dumbbell Stiff Leg Deadlift', '3', '8-12'], ['5. Med Ball Squat', '3', '12-15'], ['6. Reverse Lunge', '3', '12-15'], ['7. Ab Crunch', '3', '20'], ['8. Hanging Leg Raise', '3', '12'], ['9. Plank', '3', '30 Secs']]",Robert Downey Jr Inspired Workout Program: Train Like Iron Man,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/robert-downey-jr-workout,Increase Strength,Single Muscle Group,Intermediate,9 weeks,2,,"Barbell, Machines",Male & Female,"C4 Ultimate Strength, COR-Performance Creatine, C4 Sport Strength"
342,Ryan Reynolds Deadpool Workout Day 1: Legs,"[['1. Squat', '5', '5'], ['2. Bulgarian Split Squat', '4', '8'], ['3. Stiff Leg Dumbbell Deadlift', '4', '8'], ['4. SHELC', '3', '12'], ['5. Lateral Lunge', '3', '12']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
343,Ryan Reynolds Deadpool Workout Day 2: Chest & Triceps,"[['1. Bench Press', '5', '5'], ['2. Incline Dumbbell Press', '4', '8'], ['3. Cable Fly', '3', '12'], ['4. Close Grip Bench Press', '4', '6'], ['5. Dip', '3', '12'], ['6. Skullcrusher', '3', '12']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
344,Ryan Reynolds Deadpool Workout Day 3: Back & Biceps,"[['1. Bent Over Row', '4', '6'], ['2. Pull Ups', '4', '8'], ['3. One Arm Row', '4', '8'], ['4. Chin Up', '4', '6'], ['5. Hammer Curls', '3', '12'], ['6. Incline Curls', '3', '12']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
345,Ryan Reynolds Deadpool Workout Day 4: Light Cardio & Abs,"[['1.Turkish Get Ups', '3', '8'], ['2. Plank', '3', '60 Secs'], ['3a. Ab Crunch', '3', '20'], ['3b. Lying Leg Raise', '3', '20'], ['3c. Oblique Crunch', '3', '15 Each'], ['3d. Heel Touches', '3', '15 Each']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
346,Ryan Reynolds Deadpool Workout Day 5: Legs,"[['1. Sumo Deadlift', '5', '5'], ['2. Leg Press', '4', '8'], ['3. Hip Thrust', '4', '8'], ['4. Split Jumps', '3', '12'], ['5. Seated Calf Raise', '3', '20']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
347,Ryan Reynolds Deadpool Workout Day 6: Shoulders,"[['1. Standing Dumbbell Press', '4', '6'], ['2. Lateral Raise', '4', '12'], ['3. Arnold Press', '3', '12'], ['4. Rear Delt Raise', '3', '12'], ['5. Reverse Cable Fly', '3', '12']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
348,Ryan Reynolds Deadpool Workout Day 7: Light Cardio & Abs,"[['1. Turkish Get Up', '3', '8'], ['2. Plank', '3', '60 Secs'], ['3a. Ab Crunch', '3', '20'], ['3b. Lying Leg Raise', '3', '20'], ['3c. Oblique Crunch', '3', '15 Each'], ['3d. Heel Touches', '3', '15 Each']]",Ryan Reynolds Inspired Workout: Train Like Deadpool,https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/ryan-reynolds-deadpool-inspired-workout,Sports Performance,Full Body,Beginner,20 weeks,2,30 minutes,"Bands, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines, Medicine Ball",Male & Female,
349,Weeks 1-3,"[['Weeks 1-3'], ['Exercise', 'Warm Up Sets', 'Work Sets', 'Rest (Sec)'], ['Alternate sets of:', '', '', ''], ['Partial deadlift', '2x12', '3x5-8', '60'], ['Lying leg curl', '2x12', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Flat bench barbell press', '2x12', '3x5', '60'], ['Barbell row', '2x12', '3x5', '60'], ['Alternate sets of:', '', '', ''], ['Dumbbell side lateral', '', '3x5', '60'], ['Dumbbell shrug', '', '3x5', '60'], ['Alternate sets of:', '', '', ''], ['Barbell curl', '', '3x5', '60'], ['Lying barbell triceps extension', '', '3x5', '60'], ['Superset:', '', '', ''], ['3-way incline board sit-up and standing calf raise', '', '3x20, 3x5-8', '']]","6 Week Hercules Workout - Build A Powerful, Commanding & Functional Physique",https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/6-week-dwayne-johnson-hercules,Build Muscle,Split,Intermediate,12 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,
350,Weeks 1-3,"[['Weeks 1-3'], ['Exercise', 'Warm Up Sets', 'Work Sets', 'Rest (Sec)'], ['Alternate sets of:', '', '', ''], ['Barbell back squat', '2x12', '3x5-8', '60'], ['Dumbbell Stiff Leg deadlift', '2x12', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Incline bench dumbbell press', '2x12', '3x5-8', '60'], ['Two-arm dumbbell row', '2x12', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Standing military press', '', '3x5-8', '60'], ['Single leg calf raise', '', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Standing dumbbell hammer curl', '', '3x5-8', '60'], ['Parallel bar dip', '', '3x5-8', '60'], ['Superset:', '', '', ''], ['Hanging leg raise and crunch', '', '3x20', '']]","6 Week Hercules Workout - Build A Powerful, Commanding & Functional Physique",https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/6-week-dwayne-johnson-hercules,Build Muscle,Split,Intermediate,12 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,
351,Weeks 1-3,"[['Weeks 1-3'], ['Exercise', 'Warm Up Sets', 'Work Sets', 'Rest (Sec)'], ['Alternate sets of:', '', '', ''], ['Leg press', '2x12', '3x5-8', '60'], ['Barbell RDL or Dumbbell Stiff Leg Deadlift', '2x12', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Flat bench dumbbell press', '2x12', '3x5-8', '60'], ['Neutral grip pull-up', '2x12', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Seated dumbbell shoulder press', '', '3x5-8', '60'], ['Dumbbell upright row', '', '3x5-8', '60'], ['Alternate sets of:', '', '', ''], ['Standing dumbbell curl', '', '3x5-8', '60'], ['Close-grip bench press', '', '3x5-8', '60'], ['Superset:', '', '', ''], ['Bicycle crunch and seated calf raise', '', '3x20, 3x5-8', '']]","6 Week Hercules Workout - Build A Powerful, Commanding & Functional Physique",https://www.muscleandstrength.com/workouts/celebrity,https://www.muscleandstrength.com/workouts/6-week-dwayne-johnson-hercules,Build Muscle,Split,Intermediate,12 weeks,4,45-60 minutes,"Barbell, Bodyweight, Dumbbells, Machines",Male & Female,
